keys;pl
PO285O3;rowerzysta na rowerze jednośladowym
PO285DO;C
PO286;Kierującemu rowerem zabrania się zawracania:
PO286O1;na drodze dwujezdniowej
PO286O2;w tunelu
PO286O3;na odcinku jezdni wzdłuż linii przystankowej
PO286DO;B
PO287;W czasie mgły kierujący rowerem:
PO287O1;nie może korzystać z drogi
PO287O2;ma zakaz wyprzedzania innego pojazdu
PO287O3;powinien umieścić dodatkowe elementy odblaskowe z tyłu roweru
PO287DO;B
PO288;Zabrania się wchodzenia na jezdnię:
PO288O1;bezpośrednio przed jadący pojazd, w tym również na przejściu dla pieszych
PO288O2;przy zielonym świetle dla pieszych
PO288O3;w odległości 110 m od przejścia dla pieszych
PO288DO;A
PO289;Zabrania się:
PO289O1;przechodzenia przez jezdnię w innych miejscach niż wyznaczone do tego
PO289O2;przechodzenia przez jezdnię w odległości większej niż 100 m od przejścia dla pieszych
PO289O3;przebiegania przez jezdnię na drodze wewnętrznej
PO289DO;C
PO290;Idący w kolumnie pieszych o długości ponad 20 metrów w warunkach ograniczonej widoczności  są obowiązani:
PO290O1;po lewej stronie z przodu i z tyłu używać latarek ze światłem białym
PO290O2;idący po lewej stronie nieść dodatkowe latarki ze światłem białym, rozmieszczone w ten sposób, aby odległość między nimi nie przekraczała 10 m
PO290O3;po lewej stronie z przodu i z tyłu używać latarek ze światłem czerwonym
PO290DO;B
PO291;Poza przejściami dla pieszych przechodzenie przez jezdnię jest dozwolone tylko pod warunkiem, że:
PO291O1;nie spowoduje zagrożenia bezpieczeństwa ruchu oraz utrudnienia ruchu pojazdów
PO291O2;przechodzenie odbywa się w odległości 50 m od przejścia dla pieszych
PO291O3;pieszy przebieganie przez jezdnię
PO291DO;A
PO292;Zabrania się wchodzenia na jezdnię:
PO292O1;w obszarze zabudowanym
PO292O2;spoza pojazdu lub innej przeszkody ograniczającej widoczność drogi
PO292O3;w strefie zamieszkania
PO292DO;B
PO293;Podczas wyprzedzania odstęp nie może być mniejszy niż 1 m przy wyprzedzaniu:
PO293O1;wózka rowerowego
PO293O2;pojazdu wolnobieżnego
PO293O3;motocykla z bocznym wózkiem
PO293DO;A
PO294;Na obszarze zabudowanym, na drodze o dwóch jezdniach lub po których kursują tramwaje po torowisku wyodrębnionym z jezdni, pieszy przechodząc przez jezdnię lub torowisko jest obowiązany korzystać:
PO294O1;tylko z przejść podziemnych
PO294O2;tylko z przejścia dla pieszych
PO294O3;z całej szerokości jezdni, ustępując pierwszeństwa pojazdom
PO294DO;B
PO295;Kierujący rowerem, włączając się do ruchu jest obowiązany:
PO295O1;zachować tylko szczególną ostrożność
PO295O2;zachować szczególną ostrożność i ustąpić pierwszeństwa innemu pojazdowi lub pieszemu
PO295O3;ustąpić pierwszeństwa tylko pojazdowi z prawej strony
PO295DO;B
PO296;Dopuszczalna prędkość roweru z przyczepką w strefie zamieszkania wynosi:
PO296O1;20 km/h
PO296O2;10 km/h
PO296O3;30 km/h
PO296DO;A
PO297;Dopuszcza się wyprzedzanie na skrzyżowaniu pojazdu sygnalizującego  zamiar skręcenia, pod warunkiem, że:
PO297O1;nie odbywa się to na skrzyżowaniu równorzędnym
PO297O2;odbywa się to tylko na skrzyżowaniu o ruchu okrężnym
PO297O3;kierujący nie wjeżdża na część jezdni przeznaczoną do ruchu w kierunku przeciwnym
PO297DO;C
PO298;Zabrania się jazdy rowerem:
PO298O1;po jezdni obok pieszego
PO298O2;po drodze dla rowerów i pieszych obok pieszego
PO298O3;po drodze dla rowerów obok rowerzysty
PO298DO;A
PO299;Kierujący rowerem  przy wjeżdżaniu na drogę twardą  w miejscu, gdzie nie ma dostatecznej widoczności drogi, jest obowiązany:
PO299O1;wjeżdżając na drogę obserwować tylko lewą stronę drogi
PO299O2;jeżeli chce skręcić w lewo, najpierw skręcić w prawo i później po 200 metrach zawrócić
PO299O3;zejść z roweru i jako pieszy przeprowadzić rower do takiego miejsca na drodze, w którym może bezpiecznie kontynuować jazdę
PO299DO;C
PO300;Zabrania się zatrzymania roweru:
PO300O1;na poboczu obok linii przerywanej wyznaczającej krawędź jezdni
PO300O2;przed znakiem „zakaz zatrzymywania się”
PO300O3;w odległości mniejszej niż 15 m od punktów krańcowych wysepki, jeżeli jezdnia z prawej jej strony ma tylko jeden pas ruchu
PO300DO;C
PO301;Rower powinien być wyposażony obowiązkowo:
PO301O1;w co najmniej jeden skutecznie działający hamulec
PO301O2;w kierunkowskazy
PO301O3;w światła barwy żółtej samochodowej na pedałach
PO301DO;A
PO302;Jadąc w zorganizowanej kolumnie rowerów jednośladowych rowerzysta:
PO302O1;musi przestrzegać przepisów ruchu drogowego
PO302O2;nie musi przestrzegać przepisów ruchu drogowego, ponieważ za to jest odpowiedzialny prowadzący kolumnę
PO302O3;musi mieć kask ochronny
PO302DO;A
PO303;Przechodząc przez przejście dla pieszych w miejscu, w którym ruch pojazdów jest rozdzielony wysepką, pieszy:
PO303O1;może wejść na przejście i przejść na drugą stronę drogi dopiero, jeżeli uzna, że sytuacja na drodze umożliwia pokonanie obu części przejścia bez zatrzymania
PO303O2;przejście za wysepką powinien traktować jako odrębne i postępować tak, jakby wchodził na nie z chodnika
PO303O3;nie musi zatrzymywać się na wysepce, gdyż po wejściu na przejście przed wysepką ma pierwszeństwo przed pojazdami
PO303DO;B
PO304;Rowerzysta może przejechać przez skrzyżowanie z sygnalizacją świetlną, na którym policjant kieruje ruchem, jeżeli:
PO304O1;policjant da sygnał przejazdu dla jego kierunku ruchu
PO304O2;zapali się zielony sygnał dla jego kierunku ruchu
PO304O3;znajduje się na drodze oznaczonej jako droga z pierwszeństwem przejazdu
PO304DO;A
PO305;Rowerzysta korzystający z drogi, na której znajdują się dwa pasy ruchu w jednym kierunku i wzdłuż której nie ma pobocza ani drogi dla rowerów, jest obowiązany:
PO305O1;korzystać z pasa ruchu rzadziej uczęszczanego przez ciężarówki
PO305O2;korzystać z pasa ruchu, na którym jest mniej pojazdów
PO305O3;jechać jezdnią możliwie blisko jej prawej krawędzi
PO305DO;C
PO306;Rowerzysta wjeżdżający na pobocze z parkingu ustępuje pierwszeństwa:
PO306O1;wszystkim pieszym i kierującym poruszającym się poboczem
PO306O2;tylko motorowerom
PO306O3;tylko osobom pieszym i rowerzystom
PO306DO;A
PO307;Korzystanie przez pieszego z drogi dla rowerów:
PO307O1;jest zawsze zabronione
PO307O2;jest dozwolone w razie braku chodnika lub pobocza albo niemożności korzystania z nich i pod warunkiem ustępowania miejsca rowerom
PO307O3;jest dozwolone tylko na obszarze niezabudowanym przy drogach dwujezdniowych w razie braku chodnika lub pobocza
PO307DO;B
PO308;Poza przejściami dla pieszych:
PO308O1;pieszy może przechodzić przez jezdnię w każdym miejscu, jeżeli zachowa szczególną ostrożność i będzie ustępował pierwszeństwa pojazdom
PO308O2;pieszemu nie wolno przechodzić przez jezdnię
PO308O3;pieszy może przejść przez jezdnię, jeżeli odległość od przejścia przekracza 100 m
PO308DO;C
PO309;W odległości mniejszej niż 100 m od wyznaczonego przejścia na drodze ekspresowej:
PO309O1;pieszy może przejść przez jezdnię w dowolnym miejscu, jeżeli nie nadjeżdża żaden pojazd
PO309O2;pieszy nie może poruszać się po tej drodze
PO309O3;pieszemu zabrania się przechodzenia przez jezdnię poza przejściami dla pieszych
PO309DO;B
PO310;Jeżeli urządzenia zabezpieczające (barierki, łańcuchy itp.) oddzielają chodnik od jezdni, przechodzenie przez jezdnię w tym miejscu:
PO310O1;jest zawsze zabronione
PO310O2;jest zabronione tylko wówczas, gdy urządzenia te są po obu stronach jezdni
PO310O3;jest dozwolone, jeżeli urządzenie to znajduje się po przeciwnej stronie jezdni
PO310DO;A
PO311;Pieszemu na wyznaczonym przejściu:
PO311O1;wolno wejść na jezdnię nawet bezpośrednio przed jadący pojazd, albowiem zawsze ma pierwszeństwo
PO311O2;wolno wejść na jezdnię bezpośrednio przed jadący pojazd, jeżeli porusza się on z małą prędkością
PO311O3;zawsze zabrania się wejścia na jezdnię bezpośrednio przed jadący pojazd
PO311DO;C
PO312;Dziecko do lat 10 jadące rowerem:
PO312O1;jest uważane za pieszego
PO312O2;może poruszać się po drogach publicznych bez opieki osoby dorosłej
PO312O3;może poruszać się po drogach publicznych pod opieką osoby szesnastoletniej
PO312DO;A
PO313;Co to jest postój pojazdu?
PO313O1;każde zatrzymanie pojazdu i wyłączenie silnika
PO313O2;unieruchomienie pojazdu nie wynikające z warunków lub przepisów ruchu drogowego trwające dłużej niż jedną minutę
PO313O3;każde zatrzymanie pojazdu na dłużej niż jedna minuta
PO313DO;B
PO314;Jeżeli wysepka dla pasażerów na przystanku komunikacji publicznej łączy się z przejściem dla pieszych, przechodzenie do przystanku i z przystanku jest dozwolone:
PO314O1;tylko po tym przejściu
PO314O2;w dowolny bezpieczny sposób
PO314O3;tylko po przejściach nadziemnych dla pieszych
PO314DO;A
PO315;Włączenie się do ruchu następuje:
PO315O1;przy rozpoczynaniu jazdy po postoju lub zatrzymaniu się nie wynikającym z warunków lub przepisów ruchu drogowego
PO315O2;przy rozpoczęciu jazdy po zakończeniu podnoszenia zapór przed przejazdem kolejowym
PO315O3;przy ruszaniu w momencie zapalenia się zielonego światła dla naszego kierunku
PO315DO;A
PO316;Korzystanie z drogi dla pieszych przez kierującego rowerem jest dozwolona wyjątkowo, gdy:
PO316O1;nie ma obok drogi dla rowerów
PO316O2;po jezdni jeżdżą samochody ciężarowe z prędkością przekraczającą 50 km/h
PO316O3;opiekuje się on osobą w wieku lat 10 kierującą rowerem
PO316DO;C
PO317;Kierujący rowerem jest obowiązany:
PO317O1;zawczasu i wyraźnie sygnalizować zamiar zmiany kierunku jazdy lub pasa ruchu i zaprzestać sygnalizowania niezwłocznie po wykonaniu manewru
PO317O2;sygnalizować tylko zamiar skręcania w lewo
PO317O3;sygnalizować zamiar skręcania tuż przed skrzyżowaniem
PO317DO;A
PO318;W razie ciągnięcia przyczepki przez rower, wysokość ładunku nie może przekroczyć :
PO318O1;1 m
PO318O2;2 m
PO318O3;4 m
PO318DO;C
PO319;Podczas wyprzedzania odstęp nie może być mniejszy niż 1 m przy wyprzedzaniu:
PO319O1;wózka rowerowego
PO319O2;pojazdu wolnobieżnego
PO319O3;motocykla z bocznym wózkiem
PO319DO;A
PO320;Zabrania się postoju roweru:
PO320O1;za przejazdem kolejowym na odcinku od torów do słupka z trzema kreskami
PO320O2;przed przejazdem kolejowym na odcinku od torów do słupka z dwiema kreskami
PO320O3;przed i za przejazdem kolejowym po obu stronach drogi, na odcinku od przejazdu kolejowego do słupka wskaźnikowego z jedną kreską
PO320DO;C
PO321;Rower powinien być wyposażony obowiązkowo w:
PO321O1;lusterko wsteczne umieszczone po lewej stronie pojazdu
PO321O2;dzwonek lub inny sygnał o nieprzeraźliwym dźwięku
PO321O3;światełka odblaskowe na szprychach obu kół
PO321DO;B
PO322;Jeżeli na krawędzi jezdni jest linia przerywana, zatrzymanie roweru wzdłuż tej linii jest:
PO322O1;dozwolone tylko na poboczu
PO322O2;zabronione zarówno na jezdni jak i na poboczu
PO322O3;dozwolone tylko na jezdni
PO322DO;A
PO323;Rowerzysta, którzy porusza się drogą w czasie mgły, jest obowiązany:
PO323O1;gdy nie ma pobocza prowadzić na piechotę rower jak najbliżej krawędzi jezdni
PO323O2;włączyć światła, w które rower jest wyposażony
PO323O3;wyposażyć rower w dodatkowe światło przeciwmgłowe
PO323DO;B
PO324;Zbliżając się do przejazdu kolejowego oraz przejeżdżając przez przejazd rowerzysta jest obowiązany:
PO324O1;jechać z taką prędkością, aby mógł się zatrzymać w bezpiecznym miejscu, gdy nadjeżdża pojazd szynowy
PO324O2;włączyć światła, w które wyposażony jest rower
PO324O3;zsiąść z roweru i przeprowadzić go przez tory
PO324DO;A
PO325;Rowerzyście zabrania się wyprzedzania traktora jadącego po jezdni:
PO325O1;na drodze, wzdłuż której nie ma pobocza
PO325O2;jeżeli traktor ciągnie przyczepę
PO325O3;przy dojeżdżaniu do wierzchołka wzniesienia
PO325DO;C
PO326;Kierujący rowerem w strefie zamieszkania jest obowiązany:
PO326O1;utrzymywać odstęp od poprzedzającego pojazdu niezbędny do uniknięcia zderzenia w razie hamowania lub zatrzymania się tego pojazdu
PO326O2;parkować rower tylko wzdłuż chodnika, a jeśli nie ma chodnika to wzdłuż ściany budynku
PO326O3;jechać powoli z prędkością nie większą niż prędkość pieszego
PO326DO;A
PO327;Rowerzyście, który jest wyprzedzany przez samochód osobowy zabrania się:
PO327O1;trzymania kierownicy tylko jedną ręką
PO327O2;zwiększania prędkości w czasie wyprzedzania
PO327O3;zwalniania w czasie wyprzedzania
PO327DO;B
PO328;Chodnik to:
PO328O1;część jezdni, z której piesi mogą korzystać w wyjątkowych sytuacjach
PO328O2;część drogi przeznaczona do ruchu pieszych
PO328O3;wydzielony pas drogi przeznaczony dla postoju pojazdów
PO328DO;B
PO329;Przechodzenie przez jezdnię w miejscu o ograniczonej widoczności drogi:
PO329O1;jest dozwolone na drogach poza obszarem zabudowanym
PO329O2;jest dozwolone pod warunkiem zachowania szczególnej ostrożności
PO329O3;jest zawsze zabronione
PO329DO;C
PO330;Pieszy przechodząc przez drogę dwujezdniową na obszarze zabudowanym:
PO330O1;może korzystać tylko z wyznaczonych przejść dla pieszych
PO330O2;może przejść w dowolnym miejscu, jeżeli do przejścia jest więcej niż 100 m
PO330O3;może przejść w dowolnym miejscu, pod warunkiem zachowania środków bezpieczeństwa
PO330DO;A
PO331;Pieszemu:
PO331O1;wolno wejść na torowisko po ominięciu opuszczonych zapór (półzapór), jeżeli upewni się, że nie nadjeżdża pojazd szynowy
PO331O2;zabrania się wchodzenia na torowisko, gdy zapory (półzapory) są opuszczone lub rozpoczęto ich opuszczanie
PO331O3;zabrania się wchodzenia na torowisko podczas podnoszenia zapór (półzapór)
PO331DO;B
PO332;Pieszy może poruszać się po drodze dla rowerów:
PO332O1;tylko wtedy, gdy nie ma chodnika lub pobocza
PO332O2;gdy na chodniku jest bardzo duży ruch pieszych
PO332O3;zawsze
PO332DO;A
PO333;Co to jest zatrzymanie pojazdu ?
PO333O1;unieruchomienie pojazdu nie wynikające z warunków lub przepisów ruchu drogowego, trwające nie dłużej niż jedną minutę oraz każde unieruchomienie pojazdu wynikające z tych warunków lub przepisów
PO333O2;zatrzymanie pojazdu i wyłączenie silnika na co najmniej jedną minutę
PO333O3;unieruchomienie pojazdu na co najmniej 5 minut i opuszczenie pojazdu przez kierującego
PO333DO;A
PO334;Jeżeli przejście dla pieszych wyznaczone jest na drodze o dwóch jezdniach to przejście:
PO334O1;uważa się za przejścia odrębne, tylko wtedy, gdy torowiska oddzielono od jezdni łańcuchami
PO334O2;uważa się za jedno
PO334O3;na każdej jezdni uważa się za przejście odrębne
PO334DO;C
PO335;Rowerzysta jest obowiązany:
PO335O1;jechać nie dalej niż 10 cm od prawej krawędzi jezdni
PO335O2;jechać z prędkością nie utrudniającą jazdy innym kierującym
PO335O3;hamować w sposób powodujący zagrożenie bezpieczeństwa ruchu lub jego utrudnienie
PO335DO;B
PO336;Dopuszczalna prędkość roweru, którym przewozi się dziecko w wieku do 7 lat wynosi:
PO336O1;20 km/h
PO336O2;40 km/h
PO336O3;nie jest określona w przepisach ruchu drogowego
PO336DO;C
PO337;Pojazd szynowy może być wyprzedzany:
PO337O1;tylko z prawej strony bez żadnych wyjątków
PO337O2;z dowolnej strony na jezdni dwukierunkowej
PO337O3;tylko z prawej strony, chyba że położenie torów uniemożliwia takie wyprzedzanie lub wyprzedzanie odbywa się na jezdni jednokierunkowej
PO337DO;C
PO338;Kierujący rowerem, zbliżając się do przejścia dla pieszych, jest obowiązany:
PO338O1;zachować szczególną ostrożność
PO338O2;ustąpić pierwszeństwa tylko pieszemu niepełnosprawnemu znajdującemu się na przejściu
PO338O3;ustąpić pierwszeństwa tylko pieszemu nadchodzącemu na przejściu z prawej strony
PO338DO;A
PO339;Odległość między kolumnami rowerów jednośladowych nie może być mniejsza niż:
PO339O1;100 m
PO339O2;200 m
PO339O3;500 m
PO339DO;B
PO340;Rowerzysta zatrzymując rower na jezdni, jest obowiązany ustawić go:
PO340O1;jak najbliżej prawej krawędzi oraz równolegle do niej
PO340O2;w dowolnej odległości od krawędzi jezdni ale równolegle do niej
PO340O3;jak najbliżej krawędzi jezdni pod dowolnym kątem
PO340DO;A
PO341;Rower powinien być wyposażony obowiązkowo:
PO341O1;w lusterko wsteczne umieszczone po lewej stronie pojazdu
PO341O2;w dwa skutecznie działające hamulce
PO341O3;z tyłu w co najmniej jedno światło pozycyjne barwy czerwonej, które może być migające
PO341DO;C
PO342;Dorosłemu rowerzyście zabrania się:
PO342O1;jazdy po jezdni drogi jednokierunkowej
PO342O2;przewożenia na rowerze pięcioletniego dziecka w specjalnym siodełku
PO342O3;czepiania się podczas jazdy za siodełko drugiego roweru
PO342DO;C
PO343;Na drodze o małym ruchu w warunkach dobrej widoczności dwóch pieszych:
PO343O1;może iść obok siebie
PO343O2;jest obowiązanych iść jeden za drugim
PO343O3;nie może iść obok siebie
PO343DO;A
PO344;Jeżeli krawędź jezdni oznaczona jest linią przerywaną, to:
PO344O1;dopuszcza się postój pojazdu na poboczu
PO344O2;zabrania się zatrzymania pojazdu na jezdni i poboczu
PO344O3;dopuszcza się zatrzymanie pojazdu na jezdni
PO344DO;A
PO345;Wyprzedzany rowerzysta:
PO345O1;bezpośrednio po wyprzedzeniu - może zwiększyć prędkość
PO345O2;w czasie wyprzedzania i bezpośrednio po nim - nie powinien zwiększać prędkości
PO345O3;w czasie wyprzedzania nie może zmniejszać prędkości
PO345DO;B
PO346;Sygnał żółty migający:
PO346O1;nie dotyczy kierujących pojazdami
PO346O2;nie zobowiązuje kierującego pojazdem do zwrócenia większej uwagi
PO346O3;ostrzega o miejscu niebezpiecznym
PO346DO;C
PO347;Jeżeli wysepka dla pasażerów na przystanku autobusowym lub tramwajowym łączy się z przejściem dla pieszych:
PO347O1;przechodzenie do i z przystanku jest dozwolone tylko po tym przejściu
PO347O2;pieszy, mimo to może przejść do i z przystanku w dowolnym miejscu pod warunkiem zachowania szczególnej ostrożności i ustępowania pierwszeństwa pojazdom
PO347O3;pieszy może przejść do i z przystanku poza przejściem, jeżeli wysepka nie ma barierek zabezpieczających
PO347DO;A
PO348;Pieszy poruszający się poboczem lub jezdnią:
PO348O1;może iść dowolna stroną drogi
PO348O2;powinien iść prawą stroną drogi
PO348O3;jest obowiązany iść lewą stroną drogi
PO348DO;C
PO349;Jeżeli pieszy jest zmuszony do poruszania się po jezdni, to:
PO349O1;ma pierwszeństwo przed nadjeżdżającymi pojazdami
PO349O2;musi ustępować pierwszeństwa nadjeżdżającym pojazdom
PO349O3;nie musi ustępować pierwszeństwa nadjeżdżającym pojazdom, jeżeli używa elementów odblaskowych
PO349DO;B
PO350;Jeżeli pieszy musi poruszać się po jezdni, to:
PO350O1;powinien iść w odległości nie większej niż 2 m od jej krawędzi
PO350O2;może iść środkiem jezdni pod warunkiem zachowania szczególnej ostrożności
PO350O3;jest zobowiązany zajmować miejsce jak najbliżej jej krawędzi
PO350DO;C
PO351;Pieszy:
PO351O1;w strefie zamieszkania, może korzystać z całej szerokości drogi i ma pierwszeństwo przed pojazdami
PO351O2;w wieku tylko do 12 lat poza terenem zabudowania po zmierzchu, zobowiązany jest nosić elementy odblaskowe w sposób widoczny dla innych uczestników ruchu
PO351O3;idący po poboczu lub jezdni jest zobowiązany korzystać tylko z prawej strony jezdni
PO351DO;A
PO352;Co obowiązuje rowerzystę w strefie zamieszkania?
PO352O1;jazda z prędkością do 20 km/h i parkowanie roweru tylko w wyznaczonych do tego miejscach
PO352O2;jazda z prędkością pieszego (około 5 km/h)
PO352O3;ustępowanie pierwszeństwa pieszym tylko na przejściach dla pieszych
PO352DO;A
PO353;Rower powinien być wyposażony w:
PO353O1;co najmniej dwa skutecznie działające hamulce (ręczny i nożny)
PO353O2;z przodu – w jedno światło mijania barwy białej lub żółtej selektywnej
PO353O3;z tyłu – w co najmniej jedno światło pozycyjne barwy czerwonej,  które może być migające
PO353DO;C
PO354;Kierujący rowerem jest obowiązany:
PO354O1;jechać z prędkością zapewniającą panowanie nad pojazdem
PO354O2;dostosować prędkość jazdy tylko do znaków drogowych
PO354O3;mieć zawsze podczas jazdy włączone światła pozycyjne
PO354DO;A
PO355;Dopuszczalna długość zespołu roweru z przyczepką wynosi:
PO355O1;2 m
PO355O2;3 m
PO355O3;4 m
PO355DO;C
PO356;Przy wyprzedzaniu pojazdu jednośladowego lub kolumny pieszych bezpieczny odstęp nie może być mniejszy niż:
PO356O1;1 metr
PO356O2;1,5 metra
PO356O3;2 metry
PO356DO;A
PO357;Kierujący rowerem, zbliżając się do skrzyżowania równorzędnego, jest obowiązany:
PO357O1;zachować szczególną ostrożność i ustąpić pierwszeństwa tramwajowi nadjeżdżającemu z lewej strony
PO357O2;ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony
PO357O3;zatrzymać się
PO357DO;A
PO358;Kierujący w wieku 17 lat w czasie jazdy rowerem musi mieć przy sobie:
PO358O1;tymczasowy dowód osobisty
PO358O2;kartę rowerową lub prawo jazdy
PO358O3;nie musi mieć żadnych dokumentów
PO358DO;B
PO359;Zabrania się jazdy rowerem:
PO359O1;bez trzymania obu rąk na kierownicy
PO359O2;bez trzymania nóg na pedałach
PO359O3;trzymając jedną ręką kierownicę podczas sygnalizowania skrętu w lewo
PO359DO;B
PO360;Rower nie musi być wyposażony w:
PO360O1;dwa hamulce
PO360O2;dzwonek lub inny sygnał ostrzegawczy o nieprzeraźliwym dźwięku
PO360O3;światło odblaskowe z tyłu barwy czerwonej o kształcie innym niż trójkąt
PO360DO;A
PO361;Na rowerze bez żadnych dokumentów mogą jeździć:
PO361O1;dzieci do lat 10 i osoby, które ukończyły 18 lat
PO361O2;tylko dzieci do lat 10
PO361O3;osoby, które ukończyły 17 lat
PO361DO;A
PO362;Warunkiem przewożenia na rowerze dziecka w wieku do 7 lat jest umieszczenie go:
PO362O1;na ramie roweru
PO362O2;w dodatkowym siodełku zapewniającym bezpieczną jazdę
PO362O3;na bagażniku umieszczonym z tyłu roweru
PO362DO;B
PO363;Kartę rowerową wydaje osobie, która wykazała się niezbędnymi kwalifikacjami i osiągnęła wymagany wiek 10 lat:
PO363O1;policjant ruchu drogowego
PO363O2;nauczyciel techniki
PO363O3;dyrektor szkoły – uczniowi szkoły podstawowej
PO363DO;C
PO364;Kierującemu rowerem zabrania się wyprzedzania innego rowerzysty jadącego po jezdni:
PO364O1;przy dojeżdżaniu do wierzchołka wzniesienia
PO364O2;bezpośrednio przed przejściem dla pieszych, z wyjątkiem przejścia, na którym ruch jest kierowany
PO364O3;na zakręcie oznaczonym znakami ostrzegawczymi
PO364DO;B
PO365;Szczególną ostrożność należy zachować podczas:
PO365O1;wymijania
PO365O2;wyprzedzania
PO365O3;omijania
PO365DO;B
PO366;Pieszy może poruszać się drogą dla rowerów:
PO366O1;tylko gdy drogą nie jadą rowerzyści
PO366O2;tylko w razie braku chodnika lub pobocza albo gdy nie można z nich korzystać
PO366O3;zawsze, niezależnie od warunków
PO366DO;B
PO367;Pieszy korzystający z drogi dla rowerów:
PO367O1;zawsze ma pierwszeństwo przed nadjeżdżającym rowerzystą
PO367O2;ma obowiązek ustępowania pierwszeństwa tylko rowerzystom jadącym w kolumnie
PO367O3;ma obowiązek ustępowania pierwszeństwa rowerzyście z wyjątkiem osoby niepełnosprawnej
PO367DO;C
PO368;Pieszy idący drogą w strefie zamieszkania:
PO368O1;może poruszać się po całej szerokości drogi
PO368O2;może poruszać się tylko lewą stroną drogi
PO368O3;nie może korzystać z jezdni
PO368DO;A
PO369;Pieszemu:
PO369O1;zabrania się przebiegania przez jezdnię na drodze jednokierunkowej
PO369O2;zabrania się zatrzymania na wysepce rozdzielającej przejście
PO369O3;zawsze zabrania się przechodzenia przez jezdnię poza przejściami dla pieszych
PO369DO;A
PO370;Przechodzenie przez jezdnię poza przejściem dla pieszych jest dozwolone między innymi pod warunkiem:
PO370O1;przechodzenia przez jezdnie po skosie
PO370O2;ustępowania pierwszeństwa przejeżdżającym pojazdom
PO370O3;odległość od przejścia wynosi 50 metrów
PO370DO;B
PO371;Kierowca może kierować:
PO371O1;dowolnym pojazdem
PO371O2;każdym pojazdem zaopatrzonym w silnik
PO371O3;pojazdem silnikowym lub motorowerem
PO371DO;C
PO372;Rowerzysta włącza się do ruchu, jeżeli wjeżdża:
PO372O1;z drogi podporządkowanej na drogę z pierwszeństwem
PO372O2;na jezdnię z drogi dla rowerów z wyjątkiem wjazdu na przejazd dla rowerzystów lub pas ruchu dla rowerów
PO372O3;z drogi twardej na drogę gruntową
PO372DO;B
PO373;Kierujący rowerem, który skręca w drogę poprzeczną, jest obowiązany:
PO373O1;ustąpić pierwszeństwa pieszemu przechodzącemu na skrzyżowaniu przez jezdnię drogi, na którą wjeżdża
PO373O2;ustąpić pierwszeństwa tylko pieszym znajdującym się na przejściu dla pieszych
PO373O3;zmniejszyć prędkość i uważać, aby nie potrącić pieszych
PO373DO;A
PO374;Dopuszczalna prędkość tandemu (roweru dwuosobowego) w strefie zamieszkania wynosi:
PO374O1;30 km/h
PO374O2;20 km/h
PO374O3;nie jest określona w prawie o  ruchu drogowym
PO374DO;B
PO375;Dokumentem stwierdzającym uprawnienia do kierowania wózkiem rowerowym przez osobę, która nie ukończyła 18 lat jest:
PO375O1;karta rowerowa dla osoby w wieku 16 lat
PO375O2;prawo jazdy kategorii AM dla osoby w wieku 15 lat
PO375O3;prawo jazdy dla osoby w wieku 17 lat
PO375DO;C
PO376;Kierujący rowerem, zbliżając się do skrzyżowania równorzędnego, jest obowiązany:
PO376O1;tylko zachować ostrożność
PO376O2;jeżeli skręca w lewo ustąpić pierwszeństwa pojazdowi jadącemu z kierunku przeciwnego na wprost lub skręcającemu w prawo
PO376O3;zatrzymać się
PO376DO;B
PO377;Rowerzyście zabrania się:
PO377O1;zatrzymania na pasie między jezdniami
PO377O2;zatrzymania się na poboczu obok linii przerywanej wyznaczającej krawędź jezdni
PO377O3;jazdy po drodze dla pieszych i rowerów
PO377DO;A
PO378;Osoba niepełnosprawna idąca drogą dla rowerów:
PO378O1;jest obowiązana ustąpić pierwszeństwa rowerowi
PO378O2;nie jest obowiązana ustąpić pierwszeństwa rowerowi
PO378O3;osoba niepełnosprawna nie może korzystać z drogi dla rowerów
PO378DO;B
PO379;Rower z tyłu musi mieć światła:
PO379O1;odblaskowe barwy czerwonej w kształcie trójkąta
PO379O2;pozycyjne barwy białej lub żółtej selektywnej
PO379O3;pozycyjne barwy czerwonej (może być migające) i odblaskowe barwy czerwonej w kształcie innym niż trójkąt
PO379DO;C
PO380;Dopuszcza się umieszczenie świateł odblaskowych barwy żółtej samochodowej w rowerze:
PO380O1;na bocznych płaszczyznach kół pojazdów (po jednym z każdej strony każdego koła)
PO380O2;na tylnym błotniku
PO380O3;z przodu pod światłem pozycyjnym
PO380DO;A
PO381;Wózek rowerowy nie jest przeznaczony do przewozu:
PO381O1;osób
PO381O2;zwierząt domowych
PO381O3;rzeczy
PO381DO;B
PO382;Odległość między kolumnami wózków rowerowych nie może być mniejsza niż:
PO382O1;100 m
PO382O2;200 m
PO382O3;500 m
PO382DO;B
PO383;W słoneczny, letni i bezwietrzny dzień dwunastoletni rowerzysta nie może jechać:
PO383O1;po chodniku i drodze dla pieszych
PO383O2;tylko po chodnikach o szerokości mniejszej od 2 m
PO383O3;poboczu, jeżeli nie utrudni ruchu pieszych
PO383DO;A
PO384;Rower powinien być obowiązkowo wyposażony w dwa przednie i dwa tylne światła kierunkowskazu barwy żółtej samochodowej:
